"vpnr" "group" "alter" "sex" "hand" "fach" "sprache" "color" "cs" "rep" "wort" "istwort" "istpositiv" "uspositiv" "istmaskiert" "us0" "us1" "us2" "us3" "us4" "liking0" "liking1" "liking2" "valenz_response" "valenz_rt" "sichtbar_response_pos" "sichtbar_response" "sichtbar_response_text" "sichtbar_korrekt" "sichtbar_rt"
"1772" "17" 2 20 1 1 1 1 "BWL" 9 1 "uwimor" 0 -1 0 1 0 24 20 18 11 6 5 6 1 1795 3 2 "furasti" -1 8379
"1773" "17" 2 20 1 1 1 1 "BWL" 9 2 "uwimor" 0 -1 0 1 0 24 20 18 11 6 5 6 1 2917 14 12 "obacu" -1 6860
"1774" "17" 2 20 1 1 1 1 "BWL" 9 3 "uwimor" 0 -1 0 1 0 24 20 18 11 6 5 6 1 1189 12 15 "nalber" -1 7140
"1775" "17" 2 20 1 1 1 1 "BWL" 9 4 "uwimor" 0 -1 0 1 0 24 20 18 11 6 5 6 1 1635 1 0 "botuyn" -1 5023
"1776" "17" 2 20 1 1 1 1 "BWL" 9 5 "uwimor" 0 -1 0 1 0 24 20 18 11 6 5 6 1 1204 9 1 "laumens" -1 1852
"1777" "17" 2 20 1 1 1 1 "BWL" 9 6 "uwimor" 0 -1 0 1 0 24 20 18 11 6 5 6 0 1211 2 11 "frask" -1 3461
"1778" "17" 2 20 1 1 1 1 "BWL" 9 7 "uwimor" 0 -1 0 1 0 24 20 18 11 6 5 6 1 1540 4 8 "hilejin" -1 4020
"1779" "17" 2 20 1 1 1 1 "BWL" 9 8 "uwimor" 0 -1 0 1 0 24 20 18 11 6 5 6 1 1413 2 11 "frask" -1 1624
"1780" "17" 2 20 1 1 1 1 "BWL" 9 9 "uwimor" 0 -1 0 1 0 24 20 18 11 6 5 6 1 2075 22 9 "uwimor" 1 1189
"1781" "17" 2 20 1 1 1 1 "BWL" 10 0 "larnist" 0 -1 0 1 16 23 3 11 5 7 7 7 1 4982 4 8 "hilejin" -1 4523
"1782" "17" 2 20 1 1 1 1 "BWL" 10 1 "larnist" 0 -1 0 1 16 23 3 11 5 7 7 7 1 2715 4 8 "hilejin" -1 2318
"1783" "17" 2 20 1 1 1 1 "BWL" 10 2 "larnist" 0 -1 0 1 16 23 3 11 5 7 7 7 1 1051 9 1 "laumens" 0 3869
"1784" "17" 2 20 1 1 1 1 "BWL" 10 3 "larnist" 0 -1 0 1 16 23 3 11 5 7 7 7 1 1556 2 11 "frask" -1 11669
"1785" "17" 2 20 1 1 1 1 "BWL" 10 4 "larnist" 0 -1 0 1 16 23 3 11 5 7 7 7 1 1723 7 7 "kiwehon" -1 15133
"1786" "17" 2 20 1 1 1 1 "BWL" 10 5 "larnist" 0 -1 0 1 16 23 3 11 5 7 7 7 1 1211 18 13 "sleshen" 0 4101
"1787" "17" 2 20 1 1 1 1 "BWL" 10 6 "larnist" 0 -1 0 1 16 23 3 11 5 7 7 7 1 1163 7 7 "kiwehon" -1 6116
"1788" "17" 2 20 1 1 1 1 "BWL" 10 7 "larnist" 0 -1 0 1 16 23 3 11 5 7 7 7 1 1468 4 8 "hilejin" -1 5805
"1789" "17" 2 20 1 1 1 1 "BWL" 10 8 "larnist" 0 -1 0 1 16 23 3 11 5 7 7 7 1 1107 11 14 "molkate" 0 5205
"1790" "17" 2 20 1 1 1 1 "BWL" 10 9 "larnist" 0 -1 0 1 16 23 3 11 5 7 7 7 1 1836 8 10 "larnist" 1 3219
"1791" "17" 2 20 1 1 1 1 "BWL" 11 0 "frask" 0 -1 0 1 4 15 10 13 17 3 6 3 1 1708 18 13 "sleshen" 0 8070
"1792" "17" 2 20 1 1 1 1 "BWL" 11 1 "frask" 0 -1 0 1 4 15 10 13 17 3 6 3 1 1707 2 11 "frask" 1 9060
"1793" "17" 2 20 1 1 1 1 "BWL" 11 2 "frask" 0 -1 0 1 4 15 10 13 17 3 6 3 1 1227 8 10 "larnist" 0 2950
"1794" "17" 2 20 1 1 1 1 "BWL" 11 3 "frask" 0 -1 0 1 4 15 10 13 17 3 6 3 1 1325 5 6 "hiwawa" 0 6948
"1795" "17" 2 20 1 1 1 1 "BWL" 11 4 "frask" 0 -1 0 1 4 15 10 13 17 3 6 3 1 1651 8 10 "larnist" 0 4628
"1796" "17" 2 20 1 1 1 1 "BWL" 11 5 "frask" 0 -1 0 1 4 15 10 13 17 3 6 3 1 1539 10 18 "medan" 0 9421
"1797" "17" 2 20 1 1 1 1 "BWL" 11 6 "frask" 0 -1 0 1 4 15 10 13 17 3 6 3 1 3780 17 17 "schese" 0 4060
"1798" "17" 2 20 1 1 1 1 "BWL" 11 7 "frask" 0 -1 0 1 4 15 10 13 17 3 6 3 0 1341 4 8 "hilejin" 0 1062
"1799" "17" 2 20 1 1 1 1 "BWL" 11 8 "frask" 0 -1 0 1 4 15 10 13 17 3 6 3 1 1716 5 6 "hiwawa" 0 2868
"1800" "17" 2 20 1 1 1 1 "BWL" 11 9 "frask" 0 -1 0 1 4 15 10 13 17 3 6 3 1 884 8 10 "larnist" 0 2341
"1801" "17" 2 20 1 1 1 1 "BWL" 12 0 "obacu" 0 -1 1 0 2 24 20 10 18 5 3 5 1 2012 14 12 "obacu" 1 1620
"1802" "17" 2 20 1 1 1 1 "BWL" 12 1 "obacu" 0 -1 1 0 2 24 20 10 18 5 3 5 0 1134 14 12 "obacu" 1 1188
"1803" "17" 2 20 1 1 1 1 "BWL" 12 2 "obacu" 0 -1 1 0 2 24 20 10 18 5 3 5 0 1190 14 12 "obacu" 1 1396
"1804" "17" 2 20 1 1 1 1 "BWL" 12 3 "obacu" 0 -1 1 0 2 24 20 10 18 5 3 5 0 1444 14 12 "obacu" 1 1116
"1805" "17" 2 20 1 1 1 1 "BWL" 12 4 "obacu" 0 -1 1 0 2 24 20 10 18 5 3 5 0 740 14 12 "obacu" 1 1334
"1806" "17" 2 20 1 1 1 1 "BWL" 12 5 "obacu" 0 -1 1 0 2 24 20 10 18 5 3 5 0 1668 14 12 "obacu" 1 1293
"1807" "17" 2 20 1 1 1 1 "BWL" 12 6 "obacu" 0 -1 1 0 2 24 20 10 18 5 3 5 0 1099 14 12 "obacu" 1 1029
"1808" "17" 2 20 1 1 1 1 "BWL" 12 7 "obacu" 0 -1 1 0 2 24 20 10 18 5 3 5 0 1461 14 12 "obacu" 1 1349
"1809" "17" 2 20 1 1 1 1 "BWL" 12 8 "obacu" 0 -1 1 0 2 24 20 10 18 5 3 5 1 1053 14 12 "obacu" 1 1291
"1810" "17" 2 20 1 1 1 1 "BWL" 12 9 "obacu" 0 -1 1 0 2 24 20 10 18 5 3 5 0 1267 14 12 "obacu" 1 2172
"1811" "17" 2 20 1 1 1 1 "BWL" 13 0 "sleshen" 0 -1 1 0 13 3 1 15 19 6 4 3 0 2205 17 17 "schese" -1 7662
"1812" "17" 2 20 1 1 1 1 "BWL" 13 1 "sleshen" 0 -1 1 0 13 3 1 15 19 6 4 3 0 1149 18 13 "sleshen" 1 7198
"1813" "17" 2 20 1 1 1 1 "BWL" 13 2 "sleshen" 0 -1 1 0 13 3 1 15 19 6 4 3 0 805 18 13 "sleshen" 1 2947
"1814" "17" 2 20 1 1 1 1 "BWL" 13 3 "sleshen" 0 -1 1 0 13 3 1 15 19 6 4 3 0 1133 18 13 "sleshen" 1 1775
"1815" "17" 2 20 1 1 1 1 "BWL" 13 4 "sleshen" 0 -1 1 0 13 3 1 15 19 6 4 3 0 684 18 13 "sleshen" 1 4076
"1816" "17" 2 20 1 1 1 1 "BWL" 13 5 "sleshen" 0 -1 1 0 13 3 1 15 19 6 4 3 1 1453 18 13 "sleshen" 1 1899
"1817" "17" 2 20 1 1 1 1 "BWL" 13 6 "sleshen" 0 -1 1 0 13 3 1 15 19 6 4 3 0 1077 18 13 "sleshen" 1 1357
"1818" "17" 2 20 1 1 1 1 "BWL" 13 7 "sleshen" 0 -1 1 0 13 3 1 15 19 6 4 3 0 1131 18 13 "sleshen" 1 1228
"1819" "17" 2 20 1 1 1 1 "BWL" 13 8 "sleshen" 0 -1 1 0 13 3 1 15 19 6 4 3 1 1004 18 13 "sleshen" 1 3038
"1820" "17" 2 20 1 1 1 1 "BWL" 13 9 "sleshen" 0 -1 1 0 13 3 1 15 19 6 4 3 0 1125 18 13 "sleshen" 1 2173
"1821" "17" 2 20 1 1 1 1 "BWL" 14 0 "molkate" 0 -1 1 0 0 7 22 23 5 8 8 6 0 3197 11 14 "molkate" 1 3155
"1822" "17" 2 20 1 1 1 1 "BWL" 14 1 "molkate" 0 -1 1 0 0 7 22 23 5 8 8 6 0 860 11 14 "molkate" 1 2636
"1823" "17" 2 20 1 1 1 1 "BWL" 14 2 "molkate" 0 -1 1 0 0 7 22 23 5 8 8 6 0 1141 11 14 "molkate" 1 2644
"1824" "17" 2 20 1 1 1 1 "BWL" 14 3 "molkate" 0 -1 1 0 0 7 22 23 5 8 8 6 0 813 11 14 "molkate" 1 3004
"1825" "17" 2 20 1 1 1 1 "BWL" 14 4 "molkate" 0 -1 1 0 0 7 22 23 5 8 8 6 1 827 11 14 "molkate" 1 2452
"1826" "17" 2 20 1 1 1 1 "BWL" 14 5 "molkate" 0 -1 1 0 0 7 22 23 5 8 8 6 0 1180 11 14 "molkate" 1 2427
"1827" "17" 2 20 1 1 1 1 "BWL" 14 6 "molkate" 0 -1 1 0 0 7 22 23 5 8 8 6 0 1204 11 14 "molkate" 1 1805
"1828" "17" 2 20 1 1 1 1 "BWL" 14 7 "molkate" 0 -1 1 0 0 7 22 23 5 8 8 6 0 1485 11 14 "molkate" 1 1854
"1829" "17" 2 20 1 1 1 1 "BWL" 14 8 "molkate" 0 -1 1 0 0 7 22 23 5 8 8 6 0 1043 11 14 "molkate" 1 1085
"1830" "17" 2 20 1 1 1 1 "BWL" 14 9 "molkate" 0 -1 1 0 0 7 22 23 5 8 8 6 0 1220 11 14 "molkate" 1 1516
"1831" "17" 2 20 1 1 1 1 "BWL" 15 0 "nalber" 0 -1 1 0 9 12 14 8 17 5 6 6 0 2278 12 15 "nalber" 1 2524
"1832" "17" 2 20 1 1 1 1 "BWL" 15 1 "nalber" 0 -1 1 0 9 12 14 8 17 5 6 6 0 1250 12 15 "nalber" 1 7220
"1833" "17" 2 20 1 1 1 1 "BWL" 15 2 "nalber" 0 -1 1 0 9 12 14 8 17 5 6 6 0 900 12 15 "nalber" 1 1421
"1834" "17" 2 20 1 1 1 1 "BWL" 15 3 "nalber" 0 -1 1 0 9 12 14 8 17 5 6 6 0 965 12 15 "nalber" 1 1923
"1835" "17" 2 20 1 1 1 1 "BWL" 15 4 "nalber" 0 -1 1 0 9 12 14 8 17 5 6 6 0 796 12 15 "nalber" 1 3347
"1836" "17" 2 20 1 1 1 1 "BWL" 15 5 "nalber" 0 -1 1 0 9 12 14 8 17 5 6 6 0 1267 12 15 "nalber" 1 2796
"1837" "17" 2 20 1 1 1 1 "BWL" 15 6 "nalber" 0 -1 1 0 9 12 14 8 17 5 6 6 0 965 12 15 "nalber" 1 1443
"1838" "17" 2 20 1 1 1 1 "BWL" 15 7 "nalber" 0 -1 1 0 9 12 14 8 17 5 6 6 1 1453 12 15 "nalber" 1 2052
"1839" "17" 2 20 1 1 1 1 "BWL" 15 8 "nalber" 0 -1 1 0 9 12 14 8 17 5 6 6 1 1299 12 15 "nalber" 1 1629
"1840" "17" 2 20 1 1 1 1 "BWL" 15 9 "nalber" 0 -1 1 0 9 12 14 8 17 5 6 6 0 1251 12 15 "nalber" 1 1069
"1841" "17" 2 20 1 1 1 1 "BWL" 16 0 "noste" 0 -1 1 0 16 11 21 6 4 7 7 7 0 2932 13 16 "noste" 1 3787
"1842" "17" 2 20 1 1 1 1 "BWL" 16 1 "noste" 0 -1 1 0 16 11 21 6 4 7 7 7 0 797 13 16 "noste" 1 4982
"1843" "17" 2 20 1 1 1 1 "BWL" 16 2 "noste" 0 -1 1 0 16 11 21 6 4 7 7 7 0 1123 13 16 "noste" 1 1557
"1844" "17" 2 20 1 1 1 1 "BWL" 16 3 "noste" 0 -1 1 0 16 11 21 6 4 7 7 7 1 1573 13 16 "noste" 1 2373
"1845" "17" 2 20 1 1 1 1 "BWL" 16 4 "noste" 0 -1 1 0 16 11 21 6 4 7 7 7 0 853 13 16 "noste" 1 1125
"1846" "17" 2 20 1 1 1 1 "BWL" 16 5 "noste" 0 -1 1 0 16 11 21 6 4 7 7 7 0 1301 13 16 "noste" 1 1779
"1847" "17" 2 20 1 1 1 1 "BWL" 16 6 "noste" 0 -1 1 0 16 11 21 6 4 7 7 7 0 885 13 16 "noste" 1 1500
"1848" "17" 2 20 1 1 1 1 "BWL" 16 7 "noste" 0 -1 1 0 16 11 21 6 4 7 7 7 1 1093 13 16 "noste" 1 1045
"1849" "17" 2 20 1 1 1 1 "BWL" 16 8 "noste" 0 -1 1 0 16 11 21 6 4 7 7 7 0 1454 13 16 "noste" 1 1363
"1850" "17" 2 20 1 1 1 1 "BWL" 16 9 "noste" 0 -1 1 0 16 11 21 6 4 7 7 7 0 1195 13 16 "noste" 1 1069
"1851" "17" 2 20 1 1 1 1 "BWL" 17 0 "schese" 0 -1 1 0 5 7 0 21 14 5 7 5 0 2396 17 17 "schese" 1 2749
"1852" "17" 2 20 1 1 1 1 "BWL" 17 1 "schese" 0 -1 1 0 5 7 0 21 14 5 7 5 0 920 17 17 "schese" 1 3420
"1853" "17" 2 20 1 1 1 1 "BWL" 17 2 "schese" 0 -1 1 0 5 7 0 21 14 5 7 5 0 830 17 17 "schese" 1 1501
"1854" "17" 2 20 1 1 1 1 "BWL" 17 3 "schese" 0 -1 1 0 5 7 0 21 14 5 7 5 0 901 17 17 "schese" 1 2806
"1855" "17" 2 20 1 1 1 1 "BWL" 17 4 "schese" 0 -1 1 0 5 7 0 21 14 5 7 5 1 1572 17 17 "schese" 1 1403
"1856" "17" 2 20 1 1 1 1 "BWL" 17 5 "schese" 0 -1 1 0 5 7 0 21 14 5 7 5 0 2492 17 17 "schese" 1 868
"1857" "17" 2 20 1 1 1 1 "BWL" 17 6 "schese" 0 -1 1 0 5 7 0 21 14 5 7 5 1 2309 17 17 "schese" 1 2787
"1858" "17" 2 20 1 1 1 1 "BWL" 17 7 "schese" 0 -1 1 0 5 7 0 21 14 5 7 5 0 1444 17 17 "schese" 1 1181
"1859" "17" 2 20 1 1 1 1 "BWL" 17 8 "schese" 0 -1 1 0 5 7 0 21 14 5 7 5 1 909 17 17 "schese" 1 2861
"1860" "17" 2 20 1 1 1 1 "BWL" 17 9 "schese" 0 -1 1 0 5 7 0 21 14 5 7 5 1 1357 17 17 "schese" 1 2741
"1861" "17" 2 20 1 1 1 1 "BWL" 18 0 "medan" 0 -1 1 1 12 6 19 9 17 8 8 8 1 3732 3 2 "furasti" -1 5852
"1862" "17" 2 20 1 1 1 1 "BWL" 18 1 "medan" 0 -1 1 1 12 6 19 9 17 8 8 8 0 1421 9 1 "laumens" -1 5676
"1863" "17" 2 20 1 1 1 1 "BWL" 18 2 "medan" 0 -1 1 1 12 6 19 9 17 8 8 8 0 1180 4 8 "hilejin" -1 3587
"1864" "17" 2 20 1 1 1 1 "BWL" 18 3 "medan" 0 -1 1 1 12 6 19 9 17 8 8 8 0 1012 4 8 "hilejin" -1 6212
"1865" "17" 2 20 1 1 1 1 "BWL" 18 4 "medan" 0 -1 1 1 12 6 19 9 17 8 8 8 0 1500 6 19 "jaciyn" -1 6709
"1866" "17" 2 20 1 1 1 1 "BWL" 18 5 "medan" 0 -1 1 1 12 6 19 9 17 8 8 8 0 1676 15 20 "permife" 0 1603
"1867" "17" 2 20 1 1 1 1 "BWL" 18 6 "medan" 0 -1 1 1 12 6 19 9 17 8 8 8 0 1243 2 11 "frask" -1 2039
"1868" "17" 2 20 1 1 1 1 "BWL" 18 7 "medan" 0 -1 1 1 12 6 19 9 17 8 8 8 0 1444 7 7 "kiwehon" -1 2956
"1869" "17" 2 20 1 1 1 1 "BWL" 18 8 "medan" 0 -1 1 1 12 6 19 9 17 8 8 8 0 675 8 10 "larnist" -1 1508
"1870" "17" 2 20 1 1 1 1 "BWL" 18 9 "medan" 0 -1 1 1 12 6 19 9 17 8 8 8 0 1412 9 1 "laumens" -1 3350
"1871" "17" 2 20 1 1 1 1 "BWL" 19 0 "jaciyn" 0 -1 1 1 2 16 3 20 1 6 6 5 0 3116 5 6 "hiwawa" -1 10051
"1872" "17" 2 20 1 1 1 1 "BWL" 19 1 "jaciyn" 0 -1 1 1 2 16 3 20 1 6 6 5 0 2020 16 23 "pimuide" 0 6453
"1873" "17" 2 20 1 1 1 1 "BWL" 19 2 "jaciyn" 0 -1 1 1 2 16 3 20 1 6 6 5 0 1499 18 13 "sleshen" 0 1747
"1874" "17" 2 20 1 1 1 1 "BWL" 19 3 "jaciyn" 0 -1 1 1 2 16 3 20 1 6 6 5 0 963 3 2 "furasti" -1 4340
"1875" "17" 2 20 1 1 1 1 "BWL" 19 4 "jaciyn" 0 -1 1 1 2 16 3 20 1 6 6 5 0 1660 6 19 "jaciyn" 1 5387
"1876" "17" 2 20 1 1 1 1 "BWL" 19 5 "jaciyn" 0 -1 1 1 2 16 3 20 1 6 6 5 0 940 4 8 "hilejin" -1 2780
"1877" "17" 2 20 1 1 1 1 "BWL" 19 6 "jaciyn" 0 -1 1 1 2 16 3 20 1 6 6 5 0 1229 8 10 "larnist" 0 3293
"1878" "17" 2 20 1 1 1 1 "BWL" 19 7 "jaciyn" 0 -1 1 1 2 16 3 20 1 6 6 5 1 2180 8 10 "larnist" 0 5973
"1879" "17" 2 20 1 1 1 1 "BWL" 19 8 "jaciyn" 0 -1 1 1 2 16 3 20 1 6 6 5 1 1909 7 7 "kiwehon" 0 2188
"1880" "17" 2 20 1 1 1 1 "BWL" 19 9 "jaciyn" 0 -1 1 1 2 16 3 20 1 6 6 5 0 1747 15 20 "permife" 0 5293
"1881" "17" 2 20 1 1 1 1 "BWL" 20 0 "permife" 0 -1 1 1 10 13 22 18 23 7 7 6 0 2163 19 5 "tewok" 0 14235
"1882" "17" 2 20 1 1 1 1 "BWL" 20 1 "permife" 0 -1 1 1 10 13 22 18 23 7 7 6 0 1197 8 10 "larnist" -1 9228
"1883" "17" 2 20 1 1 1 1 "BWL" 20 2 "permife" 0 -1 1 1 10 13 22 18 23 7 7 6 0 1571 19 5 "tewok" 0 4164
"1884" "17" 2 20 1 1 1 1 "BWL" 20 3 "permife" 0 -1 1 1 10 13 22 18 23 7 7 6 0 1531 15 20 "permife" 1 1796
"1885" "17" 2 20 1 1 1 1 "BWL" 20 4 "permife" 0 -1 1 1 10 13 22 18 23 7 7 6 0 901 9 1 "laumens" -1 2997
"1886" "17" 2 20 1 1 1 1 "BWL" 20 5 "permife" 0 -1 1 1 10 13 22 18 23 7 7 6 0 1100 15 20 "permife" 1 6887
"1887" "17" 2 20 1 1 1 1 "BWL" 20 6 "permife" 0 -1 1 1 10 13 22 18 23 7 7 6 0 1285 7 7 "kiwehon" -1 2237
"1888" "17" 2 20 1 1 1 1 "BWL" 20 7 "permife" 0 -1 1 1 10 13 22 18 23 7 7 6 0 1332 23 21 "yosud" 0 1820
"1889" "17" 2 20 1 1 1 1 "BWL" 20 8 "permife" 0 -1 1 1 10 13 22 18 23 7 7 6 0 4404 18 13 "sleshen" 0 2484
"1890" "17" 2 20 1 1 1 1 "BWL" 20 9 "permife" 0 -1 1 1 10 13 22 18 23 7 7 6 1 1237 9 1 "laumens" -1 2260
"1891" "17" 2 20 1 1 1 1 "BWL" 21 0 "yosud" 0 -1 1 1 8 15 24 11 4 8 8 8 1 3974 4 8 "hilejin" -1 2684
"1892" "17" 2 20 1 1 1 1 "BWL" 21 1 "yosud" 0 -1 1 1 8 15 24 11 4 8 8 8 0 2099 16 23 "pimuide" -1 17549
"1893" "17" 2 20 1 1 1 1 "BWL" 21 2 "yosud" 0 -1 1 1 8 15 24 11 4 8 8 8 0 1164 3 2 "furasti" -1 5333
"1894" "17" 2 20 1 1 1 1 "BWL" 21 3 "yosud" 0 -1 1 1 8 15 24 11 4 8 8 8 0 1379 4 8 "hilejin" -1 3052
"1895" "17" 2 20 1 1 1 1 "BWL" 21 4 "yosud" 0 -1 1 1 8 15 24 11 4 8 8 8 0 1053 7 7 "kiwehon" -1 11781
"1896" "17" 2 20 1 1 1 1 "BWL" 21 5 "yosud" 0 -1 1 1 8 15 24 11 4 8 8 8 1 1411 0 22 "botsy" -1 1331
"1897" "17" 2 20 1 1 1 1 "BWL" 21 6 "yosud" 0 -1 1 1 8 15 24 11 4 8 8 8 0 1260 23 21 "yosud" 1 4059
"1898" "17" 2 20 1 1 1 1 "BWL" 21 7 "yosud" 0 -1 1 1 8 15 24 11 4 8 8 8 0 1204 15 20 "permife" -1 3421
"1899" "17" 2 20 1 1 1 1 "BWL" 21 8 "yosud" 0 -1 1 1 8 15 24 11 4 8 8 8 0 1012 7 7 "kiwehon" -1 2693
"1900" "17" 2 20 1 1 1 1 "BWL" 21 9 "yosud" 0 -1 1 1 8 15 24 11 4 8 8 8 0 1083 18 13 "sleshen" -1 8885
"1901" "17" 2 20 1 1 1 1 "BWL" 22 0 "botsy" 0 -1 1 1 3 24 22 23 15 5 6 4 0 2507 7 7 "kiwehon" 0 12349
"1902" "17" 2 20 1 1 1 1 "BWL" 22 1 "botsy" 0 -1 1 1 3 24 22 23 15 5 6 4 0 1716 4 8 "hilejin" 0 12292
"1903" "17" 2 20 1 1 1 1 "BWL" 22 2 "botsy" 0 -1 1 1 3 24 22 23 15 5 6 4 0 1164 12 15 "nalber" 0 3612
"1904" "17" 2 20 1 1 1 1 "BWL" 22 3 "botsy" 0 -1 1 1 3 24 22 23 15 5 6 4 0 1004 7 7 "kiwehon" 0 3292
"1905" "17" 2 20 1 1 1 1 "BWL" 22 4 "botsy" 0 -1 1 1 3 24 22 23 15 5 6 4 0 1798 9 1 "laumens" 0 2173
"1906" "17" 2 20 1 1 1 1 "BWL" 22 5 "botsy" 0 -1 1 1 3 24 22 23 15 5 6 4 0 1036 22 9 "uwimor" 0 3902
"1907" "17" 2 20 1 1 1 1 "BWL" 22 6 "botsy" 0 -1 1 1 3 24 22 23 15 5 6 4 0 1173 22 9 "uwimor" 0 1108
"1908" "17" 2 20 1 1 1 1 "BWL" 22 7 "botsy" 0 -1 1 1 3 24 22 23 15 5 6 4 0 1267 18 13 "sleshen" 0 1820
"1909" "17" 2 20 1 1 1 1 "BWL" 22 8 "botsy" 0 -1 1 1 3 24 22 23 15 5 6 4 1 1260 23 21 "yosud" 0 1964
"1910" "17" 2 20 1 1 1 1 "BWL" 22 9 "botsy" 0 -1 1 1 3 24 22 23 15 5 6 4 0 1723 4 8 "hilejin" 0 2139
"1911" "17" 2 20 1 1 1 1 "BWL" 23 0 "pimuide" 0 -1 1 1 4 21 5 7 12 5 5 5 0 4433 7 7 "kiwehon" -1 7971
"1912" "17" 2 20 1 1 1 1 "BWL" 23 1 "pimuide" 0 -1 1 1 4 21 5 7 12 5 5 5 0 1372 16 23 "pimuide" 1 4045
"1913" "17" 2 20 1 1 1 1 "BWL" 23 2 "pimuide" 0 -1 1 1 4 21 5 7 12 5 5 5 0 1001 6 19 "jaciyn" -1 11310
"1914" "17" 2 20 1 1 1 1 "BWL" 23 3 "pimuide" 0 -1 1 1 4 21 5 7 12 5 5 5 0 2389 6 19 "jaciyn" -1 13603
"1915" "17" 2 20 1 1 1 1 "BWL" 23 4 "pimuide" 0 -1 1 1 4 21 5 7 12 5 5 5 0 1092 13 16 "noste" -1 1741
"1916" "17" 2 20 1 1 1 1 "BWL" 23 5 "pimuide" 0 -1 1 1 4 21 5 7 12 5 5 5 1 1796 3 2 "furasti" -1 1589
"1917" "17" 2 20 1 1 1 1 "BWL" 23 6 "pimuide" 0 -1 1 1 4 21 5 7 12 5 5 5 1 1227 8 10 "larnist" -1 2636
"1918" "17" 2 20 1 1 1 1 "BWL" 23 7 "pimuide" 0 -1 1 1 4 21 5 7 12 5 5 5 1 1595 15 20 "permife" -1 5669
"1919" "17" 2 20 1 1 1 1 "BWL" 23 8 "pimuide" 0 -1 1 1 4 21 5 7 12 5 5 5 0 1381 16 23 "pimuide" 1 2438
"1920" "17" 2 20 1 1 1 1 "BWL" 23 9 "pimuide" 0 -1 1 1 4 21 5 7 12 5 5 5 0 1323 2 11 "frask" -1 1333
"1921" "18" 2 21 1 2 1 1 "RECHTSWISSEN" 0 0 "botuyn" 0 -1 0 0 12 21 23 14 11 6 6 6 1 7070 1 0 "botuyn" 1 9515
"1922" "18" 2 21 1 2 1 1 "RECHTSWISSEN" 0 1 "botuyn" 0 -1 0 0 12 21 23 14 11 6 6 6 1 1519 1 0 "botuyn" 1 1027
"1923" "18" 2 21 1 2 1 1 "RECHTSWISSEN" 0 2 "botuyn" 0 -1 0 0 12 21 23 14 11 6 6 6 1 1135 1 0 "botuyn" 1 990
"1924" "18" 2 21 1 2 1 1 "RECHTSWISSEN" 0 3 "botuyn" 0 -1 0 0 12 21 23 14 11 6 6 6 1 793 1 0 "botuyn" 1 1279
"1925" "18" 2 21 1 2 1 1 "RECHTSWISSEN" 0 4 "botuyn" 0 -1 0 0 12 21 23 14 11 6 6 6 1 1966 1 0 "botuyn" 1 1355
"1926" "18" 2 21 1 2 1 1 "RECHTSWISSEN" 0 5 "botuyn" 0 -1 0 0 12 21 23 14 11 6 6 6 1 1268 1 0 "botuyn" 1 1105
"1927" "18" 2 21 1 2 1 1 "RECHTSWISSEN" 0 6 "botuyn" 0 -1 0 0 12 21 23 14 11 6 6 6 1 617 1 0 "botuyn" 1 849
"1928" "18" 2 21 1 2 1 1 "RECHTSWISSEN" 0 7 "botuyn" 0 -1 0 0 12 21 23 14 11 6 6 6 1 1075 1 0 "botuyn" 1 1380
"1929" "18" 2 21 1 2 1 1 "RECHTSWISSEN" 0 8 "botuyn" 0 -1 0 0 12 21 23 14 11 6 6 6 1 1352 1 0 "botuyn" 1 1210
"1930" "18" 2 21 1 2 1 1 "RECHTSWISSEN" 0 9 "botuyn" 0 -1 0 0 12 21 23 14 11 6 6 6 1 956 1 0 "botuyn" 1 935
"1931" "18" 2 21 1 2 1 1 "RECHTSWISSEN" 1 0 "nalber" 0 -1 0 0 1 9 7 5 18 7 7 7 1 1346 12 1 "nalber" 1 4065
"1932" "18" 2 21 1 2 1 1 "RECHTSWISSEN" 1 1 "nalber" 0 -1 0 0 1 9 7 5 18 7 7 7 1 1543 12 1 "nalber" 1 1314
"1933" "18" 2 21 1 2 1 1 "RECHTSWISSEN" 1 2 "nalber" 0 -1 0 0 1 9 7 5 18 7 7 7 1 1667 12 1 "nalber" 1 1134
"1934" "18" 2 21 1 2 1 1 "RECHTSWISSEN" 1 3 "nalber" 0 -1 0 0 1 9 7 5 18 7 7 7 1 1409 12 1 "nalber" 1 1573
"1935" "18" 2 21 1 2 1 1 "RECHTSWISSEN" 1 4 "nalber" 0 -1 0 0 1 9 7 5 18 7 7 7 1 1330 12 1 "nalber" 1 1674
"1936" "18" 2 21 1 2 1 1 "RECHTSWISSEN" 1 5 "nalber" 0 -1 0 0 1 9 7 5 18 7 7 7 0 2828 6 23 "jaciyn" -1 2501
"1937" "18" 2 21 1 2 1 1 "RECHTSWISSEN" 1 6 "nalber" 0 -1 0 0 1 9 7 5 18 7 7 7 1 942 12 1 "nalber" 1 2907
"1938" "18" 2 21 1 2 1 1 "RECHTSWISSEN" 1 7 "nalber" 0 -1 0 0 1 9 7 5 18 7 7 7 1 1197 12 1 "nalber" 1 1811
"1939" "18" 2 21 1 2 1 1 "RECHTSWISSEN" 1 8 "nalber" 0 -1 0 0 1 9 7 5 18 7 7 7 1 849 12 1 "nalber" 1 748
